id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
6432,3545000,3,1,1150,11396,1.5,0,0,4,7,1150,0,1950,0,500155
6433,2799500,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,0,500002
6434,2840000,3,2.25,1580,7034,1,0,0,4,7,1180,400,1989,0,500038
6435,4800000,5,2,1760,21562,1,0,1,3,8,1560,200,1959,0,500028
6436,6475000,5,2,1760,21562,1,0,1,3,8,1560,200,1959,0,500028
6437,6250000,3,2.5,2750,35000,2,0,0,3,9,2750,0,1993,0,500077
6438,1520000,3,1,920,4875,1,0,0,4,7,920,0,1978,0,500042
6439,3220000,3,1,960,10181,1,0,0,3,7,960,0,1961,0,500034
6440,4450000,3,1.75,1120,4000,1,0,0,4,7,870,250,1916,0,500107
6441,5950000,3,1,1560,3960,1.5,0,0,4,7,1560,0,1907,0,500144
6442,1650000,NA,1,1380,7334,1,0,0,3,7,980,400,1981,0,500055
6443,2785000,4,2.5,1940,6206,2,0,0,3,7,1940,0,1990,0,500023
6444,5175000,3,1.75,1810,10625,1,0,0,3,8,1370,440,1973,0,500027
6445,3435660,2,1,1100,4200,1,0,0,3,7,1100,0,1954,0,500136
6446,2862850,4,2.25,1980,9714,1,0,0,3,7,1170,810,1977,0,500002
6447,4749050,4,1.5,1340,6200,1,0,0,5,6,1340,0,1959,0,500008
6448,5500000,3,1.75,1680,4800,1,0,0,4,7,1400,280,1960,0,500126
6449,2860000,4,2.5,2060,16000,2,0,0,3,6,2060,0,1993,0,500001
6450,9000000,NA,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,500004
6451,4499500,3,2.25,1610,5159,2,0,0,3,7,1610,0,1985,0,500029
6452,2590000,4,1.5,1490,7560,2,0,0,3,7,1490,0,1966,0,500198
6453,3400000,3,2.25,1900,8125,1,0,0,3,7,1540,360,1969,0,500058
6454,7850000,4,2.5,3440,56192,2,0,0,3,9,3440,0,1994,0,500053
6455,4900000,2,1,1840,3300,1.5,0,0,4,6,1130,710,1910,0,500107
6456,3449500,4,2,2330,6250,1,0,0,4,7,1400,930,1941,0,500030
6457,9500000,3,2,2250,2975,2,0,0,4,9,1880,370,1905,0,500112
6458,8100000,4,1.75,2000,3988,1,0,4,4,7,1000,1000,1958,0,500116
6459,9981600,2,2.5,3010,16050,1,0,3,4,9,1260,1750,1976,0,500006
6460,3770000,3,1.75,1680,7389,1,0,0,3,8,1150,530,1979,0,500056
6461,5950000,3,2,1530,6773,1,0,0,4,8,1530,0,1984,0,500033
6462,3133000,2,1,970,4800,1,0,0,3,6,970,0,1911,1940,500116
6463,3600000,5,1.75,1550,5225,1.5,0,0,4,7,1550,0,1941,0,500108
6464,1880000,3,1.75,1660,7350,1,0,0,2,8,1660,0,1979,0,500023
6465,7550000,3,2.5,3680,203860,1.5,0,0,3,9,3680,0,1994,0,500014
6466,12900000,5,3.5,3210,4060,2,0,2,3,10,2290,920,1917,2003,500117
6467,4550000,3,1,1480,13280,2.5,0,0,3,6,1480,0,1940,0,500027
6468,8175000,5,3.5,3600,9312,2,0,3,3,10,2680,920,2005,0,500052
6469,5500000,3,2.25,1700,1481,3,0,0,3,8,1700,0,2002,0,500103
6470,2600000,3,1.75,1680,8725,1,0,0,3,8,1240,440,1978,0,500023
6471,3200000,3,2,1550,34175,1.5,0,0,3,7,1550,0,1999,0,500045
6472,11500000,3,3.25,3780,10623,1,0,1,3,11,2650,1130,1999,0,500006
6473,3620000,4,2.5,2360,7370,1,0,0,3,7,1460,900,1985,0,500125
6474,5035000,3,2.5,1810,1750,2,0,0,3,7,1350,460,1997,0,500199
6475,6530000,3,2.5,2290,3475,2,0,0,3,9,2290,0,2006,0,500029
6476,7600000,4,2.75,3370,12447,2,0,0,3,10,3370,0,1991,0,500077
6477,7750000,4,1.75,2090,5050,1,0,0,4,7,1090,1000,1916,0,500117
6478,13400000,4,3.75,2130,34689,1.5,1,4,3,9,2130,0,1955,0,500136
6479,4175000,5,1.75,2060,10911,1,0,0,4,7,1360,700,1954,0,500177
6480,5250000,3,1.5,1560,9350,1,0,0,4,7,1220,340,1969,0,500052
6481,2170000,NA,1,730,2400,1,0,1,3,4,730,0,1934,0,500198
6482,5250000,NA,2.75,2910,6308,1,0,0,3,8,1640,1270,1985,0,500011
6483,4425000,NA,2.25,2490,8700,1,0,0,3,7,1890,600,1976,0,500155
6484,5250000,4,1.75,1710,10440,1,0,0,4,7,1710,0,1955,0,500006
6485,4255000,4,1.75,1520,10630,1,0,0,4,7,1520,0,1967,0,500034
6486,7100000,3,2.75,2930,218235,2,0,2,3,8,2930,0,1990,0,500024
6487,5450000,4,3,3160,10948,1,0,3,3,8,1930,1230,1991,0,500070
6488,4100000,5,2.75,2910,16410,1.5,0,0,4,8,2910,0,1967,0,500058
6489,2450000,3,2.25,1700,8100,1,0,0,3,7,1200,500,1980,0,500038
6490,1949000,2,1,810,6697,1,0,0,4,6,810,0,1923,0,500002
6491,2840000,4,2.5,2000,5390,2,0,0,3,7,2000,0,2003,0,500042
6492,2800000,2,1.75,1894,52769,1.5,0,0,4,6,1520,374,1936,0,500001
6493,2800000,3,1.75,2080,87991,1,0,0,3,6,1040,1040,1970,0,500014
6494,3600000,4,2,1730,5500,1,0,0,5,7,1010,720,1943,0,500106
6495,4050000,2,1,720,4323,1,0,0,3,6,720,0,1942,0,500199
6496,8650000,4,2.5,3560,13981,2,0,0,3,10,3560,0,2000,0,500075
6497,4833000,4,2,1210,11100,1,0,0,4,7,1210,0,1955,0,500006
6498,3550000,4,2.5,2130,9268,2,0,0,4,8,2130,0,1985,0,500092
6499,2749500,3,2.25,1570,8767,1,0,0,3,7,1180,390,1990,0,500038
6500,19300000,3,4.5,3950,6134,2,0,3,3,11,2880,1070,1998,0,500199
6501,7550000,3,3.25,3450,15586,2,0,0,3,11,2690,760,1989,0,500166
6502,19400000,4,5.75,7220,223462,2,0,4,3,12,6220,1000,2000,0,500053
6503,3092120,3,1.75,1150,9600,1,0,0,3,7,1150,0,1979,0,500045
6504,2199500,3,2.25,1500,7615,1,0,0,3,7,1150,350,1984,0,500023
6505,6900000,3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,500117
6506,2508000,3,1.75,1290,4000,1,0,0,3,6,1170,120,1943,0,500106
6507,5575000,3,2,2510,35255,1,0,2,3,9,2510,0,1994,0,500038
6508,9410000,4,1.75,2320,3825,1.5,0,0,5,8,1820,500,1926,0,500105
6509,36500000,6,4.75,5480,19401,1.5,1,4,5,11,3910,1570,1936,0,500105
6510,3050000,4,2.75,2030,8600,1,0,0,4,7,1230,800,1977,0,500042
6511,8150000,4,1.5,2060,16110,1,0,0,4,8,2060,0,1949,0,500004
6512,10200000,3,2.5,2920,34527,1,0,4,4,9,1800,1120,1954,1983,500116
6513,12400000,4,3,3330,6990,1.5,0,3,5,9,2330,1000,1928,0,500144
6514,5350000,3,2.5,2110,8164,2,0,0,3,9,2110,0,1990,0,500056
6515,7750000,3,1,1175,10454,1,0,0,4,6,1175,0,1949,0,500004
6516,2550000,3,2,1590,8670,1,0,0,3,7,1590,0,1994,0,500042
6517,3270000,2,1,1070,9750,1,0,0,3,7,1070,0,1947,0,500155
6518,5600000,4,2,2720,8819,2,0,3,3,8,2240,480,1976,0,500003
6519,13400000,4,3.5,2980,6349,2,0,3,3,9,2980,0,1998,0,500033
6520,1995000,3,1.75,1160,5200,1,0,0,4,7,1160,0,1977,0,500042
6521,7600000,4,2.5,3580,97574,2,0,0,3,9,3580,0,2004,0,500038
6522,4390000,3,2.25,3020,6000,3,0,2,3,8,1980,1040,1994,0,500108
6523,5270000,4,2.25,2380,5250,1,0,0,4,7,1410,970,1961,0,500008
6524,1999500,3,2.75,2270,13590,1.5,0,0,4,6,1300,970,1948,0,500022
6525,2540000,3,2.25,1660,8188,2,0,0,4,7,1660,0,1988,0,500042
6526,3930000,2,1,830,NA,1,0,0,4,7,830,0,1921,0,500103
6527,5850000,5,2.25,2480,12614,1,0,0,4,8,1860,620,1979,0,500011
6528,4500000,2,2,1900,7740,1,0,0,4,7,1150,750,1923,0,500126
6529,5650000,2,1.75,1670,4008,1,0,0,3,9,1670,0,2005,0,500029
6530,3300000,5,2.25,2000,7900,1,0,0,4,7,1300,700,1986,0,500188
6531,8700000,3,2,2320,65340,1.5,0,0,3,9,2320,0,1992,0,500074
6532,5850000,4,2.5,1860,8117,1,0,0,4,8,1460,400,1966,0,500008
6533,5000000,3,2.5,2110,208737,2,0,3,3,9,2110,0,1977,0,500092
6534,2250000,3,2,1400,7384,1,0,0,3,7,1150,250,1979,0,500058
6535,2950000,3,2,1400,7384,1,0,0,3,7,1150,250,1979,0,500058
6536,7750000,3,2.75,2850,14800,1,0,0,4,9,1920,930,1976,0,500006
6537,2800000,3,1,1370,11050,1,0,0,3,7,1370,0,1981,0,500045
6538,5390000,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,0,500103
6539,5675000,3,1.75,2570,14033,1,0,2,4,8,2570,0,1953,0,500166
6540,4425000,4,2.25,1970,7902,1,0,0,3,8,1310,660,1960,0,500125
6541,5982000,5,3.75,2980,4635,3,0,0,3,8,2980,0,1997,0,500118
6542,6100000,4,2.5,2300,10843,2,0,0,5,8,2300,0,1955,0,500033
6543,5449000,3,2.5,1990,4936,2,0,0,3,8,1990,0,2004,0,500075
6544,5575000,4,2.5,2390,38258,2,0,0,3,8,2390,0,2001,0,500072
6545,5325000,3,2.5,2160,7500,1,0,1,3,7,1430,730,1979,0,500074
6546,13500000,4,3.25,3300,15907,2,0,0,5,10,3300,0,1985,0,500040
6547,7500000,3,2,1840,2825,1,0,0,3,7,1040,800,1920,0,500112
6548,5300000,3,2.5,2030,10958,2,0,0,3,8,2030,0,1983,0,500052
6549,3461000,3,2.5,1400,2036,2,0,0,3,7,1400,0,2003,0,500136
6550,2600000,4,2.25,2320,16800,2,0,0,4,9,2320,0,1977,0,500092
6551,3650000,3,1.75,1410,NA,1,0,0,5,7,1410,0,1959,0,500006
6552,6150000,3,2,1860,42800,1,0,0,4,7,930,930,1983,0,500075
6553,3184000,4,2.5,1820,6916,2,0,0,3,7,1820,0,1994,0,500038
6554,4985000,4,2.5,1910,7172,2,0,0,3,8,1910,0,1993,0,500155
6555,4500000,3,1.75,1540,7490,1,0,0,5,7,1540,0,1971,0,500034
6556,2000000,3,2,1430,7905,1,0,0,4,7,1430,0,1988,0,500092
6557,2340000,3,1,1010,8906,1,0,0,5,7,1010,0,1968,0,500042
6558,1218000,2,1,940,8384,1,0,0,3,5,940,0,1947,0,500146
6559,8050000,3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,1929,0,500116
6560,4100000,4,2.25,2060,7283,1,0,0,3,8,1220,840,1963,2013,500155
6561,4750000,3,2.5,1920,4534,2,0,0,3,8,1920,0,1986,0,500034
6562,13400000,4,2.5,2900,21074,2,0,0,3,11,2900,0,1986,0,500199
6563,2690000,1,1,1020,7920,1,0,0,3,7,1020,0,1947,1983,500106
6564,5730000,4,2.25,2150,9520,2,0,0,4,8,2150,0,1979,0,500052
6565,3300000,3,2.5,1660,2890,2,0,0,3,7,1660,0,2001,0,500108
6566,2527500,4,1,1230,7410,1.5,0,0,3,7,1230,0,1944,0,500166
6567,7450000,2,2.5,2170,7546,1,0,0,3,8,2170,0,2007,0,500053
6568,2800000,3,2,1280,7633,1,0,0,3,7,1280,0,1991,0,500038
6569,5350000,4,2.5,2240,6920,1,0,0,5,8,1380,860,1974,0,500146
6570,5800000,4,1.5,1780,5100,1,0,0,3,7,1320,460,1953,0,500115
6571,3010000,3,1.75,1840,7200,1,0,0,4,7,1220,620,1968,0,500055
6572,6000000,4,1.75,1740,7700,1,0,0,5,7,1740,0,1968,0,500008
6573,5389000,5,3,3040,6604,2,0,0,3,9,3040,0,2005,0,500106
6574,3660000,3,2.5,2370,4375,2,0,0,3,8,2370,0,2006,0,500038
6575,3030000,4,2.5,2100,6783,2,0,0,3,8,2100,0,2003,0,500042
6576,4320000,3,2.25,1470,1578,2,0,0,3,8,1090,380,2007,0,500136
6577,3000000,2,1.5,1300,6120,1,0,0,3,6,820,480,1945,0,500146
6578,9088000,3,3,3420,7826,2,0,0,4,8,2430,990,1939,0,500144
6579,5000000,3,1.5,1190,4750,1,0,0,3,7,970,220,1940,0,500107
6580,2540000,5,2,2080,16117,1,0,0,5,7,1740,340,1959,0,500001
6581,4700000,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,0,500117
6582,4800000,3,2,1460,7860,1,0,0,5,7,1460,0,1967,0,500008
6583,5360000,3,1.75,1530,NA,1,0,0,4,7,1150,380,1983,0,500033
6584,13500000,4,3.5,4740,8611,2,0,3,3,11,3640,1100,2006,0,500027
6585,5500000,3,2.25,1980,40887,1,0,0,4,8,1980,0,1980,0,500052
6586,2600000,3,1.75,1710,6400,1,0,0,4,7,1240,470,1976,0,500023
6587,2849000,2,1.5,1160,982,2,0,0,3,7,890,270,2006,0,500155
6588,7400000,3,2.5,2200,3000,2,0,0,3,9,1530,670,2002,0,500109
6589,4250000,2,1,1170,5000,1,0,0,4,7,1030,140,1920,0,500136
6590,2300000,3,1,1120,7500,1,0,0,3,7,1120,0,1965,0,500146
6591,6750000,3,1.5,1710,4000,2,0,0,3,8,1710,0,1926,0,500116
6592,2675000,3,1.75,1650,7807,1,0,0,3,7,1650,0,1986,0,500030
6593,8140000,4,2.5,2840,8820,1,0,2,5,8,1420,1420,1952,0,500118
6594,12500000,4,3,3310,217800,1.5,0,0,3,9,3310,0,1989,0,500053
6595,4600000,3,2,1860,7232,1,0,0,3,7,1320,540,1985,0,500125
6596,4450000,3,2.5,2250,9608,2,0,0,3,8,2250,0,1994,0,500045
6597,7150000,3,2.5,2890,7027,2,0,0,3,8,2890,0,2004,0,500074
6598,4250000,3,1.75,2120,5992,1,0,0,3,7,1060,1060,1947,0,500125
6599,3700000,4,2.5,2130,4750,2,0,0,3,8,2130,0,2009,0,500058
6600,3020000,2,1.75,1170,8200,1,0,0,4,6,780,390,1937,0,500003
6601,4530000,4,1.75,2120,7420,1,0,0,4,7,1060,1060,1956,0,500008
6602,2900000,3,1.75,1280,10716,1,0,0,4,7,1280,0,1969,0,500059
6603,10400000,4,2.5,3170,47502,2,0,0,3,10,3170,0,1988,0,500033
6604,9250000,4,2.25,2260,41984,1,0,0,4,9,2260,0,1967,0,500033
6605,6000000,3,1.75,2930,19876,1,0,0,3,9,2030,900,1993,0,500072
6606,3540000,3,1.5,1060,5750,1,0,2,4,7,1060,0,1981,0,500126
6607,2049500,4,1.75,1740,9344,1,0,0,3,7,1180,560,1978,0,500023
6608,6750000,4,2.5,2990,5400,2,0,0,3,8,2990,0,2005,0,500074
6609,9950000,4,3.25,3530,NA,2,0,0,3,11,3530,0,1986,0,500052
6610,8000000,5,2,2960,10960,1,0,0,4,7,1500,1460,1957,0,500005
6611,4725000,3,2.5,1650,3711,2,0,0,3,8,1650,0,1996,0,500052
6612,5499500,4,2.5,2720,13500,1,0,0,3,8,1510,1210,1969,0,500007
6613,5755750,3,1.75,1516,2897,1,0,0,3,7,998,518,1925,0,500103
6614,5450000,4,3.25,4386,12275,1,0,0,3,10,2356,2030,2006,0,500092
6615,3400000,3,2.25,2580,7434,1,0,0,3,7,1630,950,1963,0,500133
6616,2250000,3,1,960,5512,1,0,0,4,6,960,0,1963,0,500056
6617,2999500,2,1.75,1460,10506,1,0,0,3,7,1460,0,1983,0,500031
6618,8299000,4,3.5,3840,4000,2,0,0,3,8,2640,1200,2001,0,500105
6619,3400000,4,2.5,2090,4200,2,0,0,3,7,2090,0,2007,0,500038
6620,5150000,NA,2.25,2470,7800,1,0,0,3,8,1470,1000,1975,0,500052
6621,6010000,4,2.5,2090,6906,2,0,0,4,8,2090,0,1992,0,500029
6622,4700000,3,2.5,2070,8581,2,0,0,3,8,2070,0,1994,0,500059
6623,3715000,3,1,1650,6400,1,0,0,4,7,980,670,1954,0,500106
6624,5500000,3,1.75,1880,45738,1,0,0,4,8,1410,470,1980,0,500072
6625,2425500,4,2.5,2060,7720,2,0,0,3,8,2060,0,1995,0,500023
6626,3675000,3,1.5,1410,9647,1,0,0,3,8,1410,0,1961,0,500177
6627,3590000,4,3.5,2770,8763,2,0,0,3,8,2100,670,1996,0,500003
6628,2049000,3,2,1390,8245,1,0,0,2,7,1390,0,1984,0,500001
6629,8500000,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,0,500001
6630,1870000,3,1.5,1280,4452,2,0,0,3,6,1280,0,1985,0,500002
6631,3260000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,500058
6632,3400000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,500058
6633,3300000,6,2.25,3040,28535,1,0,0,3,8,1890,1150,1951,0,500030
6634,7820000,4,3.5,3780,7769,2,0,0,3,9,3110,670,2001,0,500052
6635,6120000,4,2.5,2670,5974,2,0,0,3,8,2670,0,1999,0,500034
6636,4000000,3,2,1350,7216,1,0,0,3,7,1350,0,1964,0,500177
6637,9415000,5,3.5,3490,9680,2,0,4,3,9,2460,1030,1980,0,500177
6638,3130000,2,1.5,870,NA,2,0,0,3,8,800,70,2004,0,500103
6639,7350000,4,2.25,2410,4250,1.5,0,0,5,7,1460,950,1929,0,500117
6640,4710000,3,1.75,1640,10123,1,0,0,3,8,1340,300,1977,0,500011
6641,3500000,3,1,1540,9800,1,0,0,4,7,1540,0,1950,0,500155
6642,5300000,4,2.5,2370,9601,1,0,0,3,8,1570,800,1976,0,500027
6643,4150000,4,3,1830,9548,2,0,0,3,7,1830,0,1991,0,500028
6644,6395000,4,2.25,2330,8994,2,0,0,3,8,2330,0,1986,0,500052
6645,5803790,4,2.75,2240,27820,1.5,0,0,4,8,2240,0,1976,0,500075
6646,3780000,2,2.5,1700,2513,2,0,0,3,8,1700,0,2009,0,500065
6647,2650000,3,2.25,1750,NA,1,0,0,4,7,1410,340,1969,0,500058
6648,2120000,3,1.75,1100,9750,1,0,0,4,6,1100,0,1967,0,500023
6649,4000000,4,3,2320,13068,2,0,2,3,8,2320,0,1998,0,500198
6650,7500000,4,2.5,2540,6491,2,0,0,3,8,2540,0,1997,0,500008
6651,3849000,5,2.5,3090,12750,1,0,0,3,8,1750,1340,1968,0,500023
6652,1760000,2,1,770,5200,1,0,0,5,6,770,0,1969,0,500042
6653,3500000,3,2.75,2370,4632,2,0,0,3,7,2370,0,2002,0,500038
6654,1680000,3,1,1200,7210,1,0,0,4,6,1200,0,1977,0,500030
6655,3580000,4,2,2200,3060,1,0,0,3,7,1100,1100,1908,2000,500118
6656,5800000,3,2.75,2660,32757,1,0,0,4,8,2660,0,1975,0,500077
6657,4425000,3,1.75,1600,10280,1,0,0,3,7,1050,550,1977,0,500034
6658,5150000,2,2.5,1330,1249,3,0,0,3,8,1330,0,2004,0,500105
6659,5540000,5,2.5,3440,12900,1,0,2,4,8,1720,1720,1958,0,500166
6660,6590000,3,2.5,2510,6320,2,0,0,3,9,2510,0,1996,0,500075
6661,4149990,4,2.5,2150,10098,1,0,0,3,7,1090,1060,1963,0,500034
6662,2750000,3,1.5,1180,10277,1,0,0,3,6,1180,0,1983,0,500045
6663,1930000,2,1,680,8640,1,0,0,4,5,680,0,1951,0,500188
6664,5250000,4,2.5,2840,4750,2,0,0,3,9,2840,0,2002,0,500058
6665,4240000,3,2.5,1820,7500,2,0,0,3,8,1820,0,1985,0,500052
6666,4550000,2,1,1070,5150,1,0,0,4,6,870,200,1908,0,500117
6667,4630000,2,1,1250,5650,2,0,1,4,7,1250,0,1943,0,500126
6668,11000000,4,2.5,2190,6300,1,0,3,3,7,1240,950,1960,0,500033
6669,5230000,3,1.75,3000,5413,2,0,0,4,8,1900,1100,1963,0,500115
6670,6150000,4,1.75,2270,9830,1,0,0,4,8,2270,0,1959,0,500005
6671,15200000,4,4,4500,11795,2,0,0,3,12,4500,0,1991,0,500027
6672,8700000,5,4,3400,5000,2,0,0,3,8,2320,1080,1900,2013,500107
6673,7100000,3,2.5,2830,9680,2,0,0,3,10,2830,0,1991,0,500074
6674,2150000,3,1,960,9563,1,0,0,5,7,960,0,1967,0,500023
6675,5900000,2,1,1530,6450,1,0,0,4,7,1530,0,1920,0,500117
6676,3230000,5,2.5,2500,13034,1,0,0,3,7,1300,1200,1962,0,500092
6677,2790000,4,2,1560,7569,1.5,0,0,4,7,1560,0,1966,0,500058
6678,5351000,3,2.25,2070,7207,1,0,0,3,8,1720,350,1973,0,500177
6679,8300000,5,2.25,2710,19800,1,0,0,5,9,1910,800,1959,0,500005
6680,8150000,4,2.5,3150,4203,2,0,0,3,9,3150,0,2002,0,500033
6681,5359000,3,2.25,1880,10880,1,0,0,3,8,1480,400,1975,0,500008
6682,2300000,3,1,1250,8800,1,0,0,3,7,1250,0,1955,0,500146
6683,3255000,4,1.75,2290,8142,1,0,0,4,7,1490,800,1969,0,500055
6684,3590000,3,2.25,1990,4331,2,0,0,3,7,1990,0,1997,0,500056
6685,5050000,3,2.5,2100,5824,2,0,2,3,8,2100,0,1999,0,500065
6686,2539050,3,1,940,8400,1,0,0,5,7,940,0,1958,0,500056
6687,3699500,3,1.75,1640,4860,1,0,0,3,8,1200,440,1965,0,500125
6688,3500000,3,2.25,1860,NA,2,0,0,3,7,1860,0,1995,0,500038
6689,6500000,4,2.25,2100,2500,3,0,0,3,8,2100,0,2001,0,500115
6690,2950000,3,1.75,1500,15246,1,0,0,3,6,1500,0,1925,1998,500070
6691,6200000,3,1.75,1680,28046,1,0,3,3,8,1180,500,1948,0,500177
6692,20000000,2,2.5,3900,920423,2,0,0,3,12,3900,0,2009,0,500065
6693,2460000,3,1,1400,7410,1,0,0,3,6,1400,0,1944,0,500166
6694,4300000,3,2.75,2600,12860,1,0,0,3,7,1350,1250,1965,0,500014
6695,5099900,3,2,1440,4859,2,0,0,2,6,1440,0,1921,0,500118
6696,4900000,4,1.75,1870,9500,1,0,0,4,7,1090,780,1962,0,500033
6697,3850000,4,2.75,2960,10454,1,0,1,3,8,2360,600,1979,0,500198
6698,7690000,4,2.5,2440,6733,2,0,0,3,9,2440,0,1999,0,500074
6699,1850000,2,1,1122,9100,1,0,0,4,6,1122,0,1960,0,500023
6700,3035000,3,1.5,1060,10464,1,0,0,4,7,1060,0,1973,0,500034
6701,4680000,4,2.5,2150,8165,1,0,0,3,8,1430,720,1957,0,500177
6702,4499500,4,2.5,3100,10000,2,0,0,3,9,3100,0,1978,0,500042
6703,2350000,2,1.5,880,1805,2,0,0,3,7,880,0,1999,0,500133
6704,5200000,4,2.5,2490,34947,2,0,0,3,9,2150,340,1985,0,500027
6705,2030000,2,1,1080,NA,1,0,0,3,6,1080,0,1951,0,500168
6706,6570000,5,2.5,2530,10190,1,0,0,4,7,1290,1240,1960,0,500008
6707,2750000,3,1,1200,7800,1,0,0,4,7,1200,0,1954,0,500126
6708,5400000,4,2.25,2850,7453,2,0,0,3,9,2850,0,1991,0,500072
6709,4550000,4,2.5,2950,4502,2,0,0,3,7,2950,0,2005,0,500059
6710,4585000,2,1.75,1160,6828,1,0,0,3,7,860,300,1941,0,500115
6711,5499000,4,3.5,3420,4751,2,0,0,3,10,3420,0,2003,0,500055
6712,7500000,3,1.75,2240,10578,2,0,0,5,8,1550,690,1923,0,500115
6713,2350000,4,1.75,1450,8891,1.5,0,0,3,7,1180,270,1962,0,500168
6714,2860000,4,2.5,1820,7930,2,0,0,5,7,1820,0,1989,0,500038
6715,26500000,4,3.5,4700,13730,2,0,3,3,11,3500,1200,1958,1995,500033
6716,6020000,4,1.75,2430,14000,1,0,0,4,7,1580,850,1963,0,500052
6717,6400000,3,1.5,1960,4080,1.5,0,0,3,7,1960,0,1915,0,500115
6718,2670000,3,1.75,1440,10920,1,0,0,4,8,1440,0,1977,0,500030
6719,7120000,4,2.5,2730,4385,2,0,0,3,8,2730,0,2001,0,500075
6720,2445000,2,1,910,9000,1,0,0,3,5,910,0,1923,0,500065
6721,3010000,2,1,910,9000,1,0,0,3,5,910,0,1923,0,500065
6722,9900000,4,2.5,2430,6325,2,0,0,4,8,2020,410,1919,0,500109
6723,7399990,4,2.75,3350,6500,2,0,0,3,10,3350,0,1999,0,500075
6724,4800000,4,1.75,2320,4322,1,0,0,3,7,1140,1180,1910,0,500144
6725,3050000,3,2.5,1260,1622,3,0,0,3,8,1260,0,2009,0,500133
6726,7033000,3,2,1980,NA,1.5,0,0,4,8,1590,390,1932,0,500117
6727,2650000,4,1.5,1580,8468,2,0,0,4,7,1580,0,1971,0,500001
6728,6000000,4,2.5,2710,35009,2,0,2,3,9,2710,0,1992,0,500045
6729,2530000,3,1,1400,9750,1,0,0,3,7,1400,0,1968,1998,500198
6730,6179500,4,2.5,2410,7950,2,0,0,3,8,2410,0,1997,0,500034
6731,3850000,NA,3.25,1790,2460,2,0,0,4,7,1100,690,2000,0,500106
6732,3190000,3,2,1640,9234,1,0,0,5,7,1060,580,1967,0,500118
6733,6960000,3,2.5,1670,8023,1,0,0,5,7,1170,500,1960,0,500008
6734,3450000,2,1,970,5750,1,0,0,4,6,970,0,1932,0,500126
6735,3800000,3,2.5,1610,1778,3,0,0,3,7,1610,0,2002,0,500115
6736,6475000,4,1.75,2060,NA,1,0,0,4,8,1160,900,1947,0,500166
6737,7250000,3,2.5,3570,35271,2,0,0,3,9,3570,0,1997,0,500027
6738,2699500,3,1.75,1400,NA,1,0,0,4,7,1400,0,1989,0,500038
6739,8750000,4,2.5,3470,32109,2,0,0,3,10,3470,0,1995,0,500077
6740,2999500,3,1,1210,9525,1,0,0,3,7,1210,0,1955,0,500106
6741,18800000,4,3.25,3930,10929,2,0,0,3,10,3930,0,2006,0,500004
6742,4300000,2,1,990,4802,1,0,0,3,7,990,0,1947,0,500117
6743,4950000,5,2.5,2200,4942,2,0,0,3,8,2200,0,1989,0,500029
6744,2750000,3,1.5,1510,16200,1,0,0,3,7,1510,0,1970,0,500031
6745,3330000,3,1,1620,5040,1,0,0,3,7,1120,500,1964,0,500118
6746,2470000,3,2.25,1580,7941,2,0,0,4,7,1580,0,1986,0,500023
6747,2045550,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,500092
6748,4320000,3,2,2190,13673,1,0,0,4,9,2190,0,1994,0,500042
6749,1750000,3,1.75,1230,13056,1,0,0,4,7,1230,0,1962,0,500001
6750,5563000,4,2.5,2030,7140,1,0,0,4,7,1400,630,1968,0,500008
6751,2860000,2,1,780,3475,1,0,0,4,5,780,0,1930,0,500045
6752,3200000,2,1.5,1110,1200,3,0,0,3,8,1110,0,2000,0,500103
6753,8150000,3,2.5,2790,53143,2,0,0,4,9,2790,0,1991,0,500077
6754,3850000,4,1.75,1660,10757,1,0,0,3,7,1000,660,1980,0,500056
6755,10400000,4,1,3410,5000,2,0,0,5,8,2190,1220,1910,0,500144
6756,3500000,4,2.25,2390,13002,2,0,0,3,8,2390,0,1987,0,500023
6757,2770000,4,2.5,1850,5880,2,0,0,3,8,1850,0,1998,0,500092
6758,4150000,6,2,2500,5200,1,0,0,3,8,1250,1250,1966,0,500118
6759,2950000,3,1,1000,8320,1,0,0,5,6,1000,0,1951,0,500155
6760,9690000,4,2,2450,5000,2,0,4,5,8,2200,250,1919,0,500116
6761,3398880,4,1.75,1440,6144,1,0,0,5,6,720,720,1947,0,500106
6762,2699500,3,2.25,1660,7003,2,0,0,3,7,1660,0,1996,0,500030
6763,11900000,3,2.5,2510,4600,2,0,2,3,10,2510,0,2006,0,500034
6764,7800000,4,2.5,3090,12511,2,0,0,4,10,3090,0,1998,0,500075
6765,1980000,3,1,860,5185,1,0,0,4,6,860,0,1968,0,500042
