"","price","bedrooms","bathrooms","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","zip_freq"
"950",10300000,3,2.5,13384,2,0,0,3,3680,0,25,25,500006,476
"951",4350000,NA,1,6750,1.5,0,0,3,1410,0,90,90,500118,459
"952",6010000,3,1.75,6743,1,0,0,3,1330,0,61,17,500125,383
"953",4605000,3,1,10650,1,0,0,3,1150,340,56,56,500033,382
"954",7200000,3,2.5,1159,3,0,3,3,2020,0,19,19,500103,498
"955",8510000,4,2.5,13202,2,0,0,3,3130,0,23,23,500075,317
"956",5500000,4,3,5000,2,0,2,3,2670,0,103,41,500126,312
"957",7000000,4,1,4560,1.5,0,0,3,1980,0,99,99,500103,498
"958",3230000,3,1.75,14850,1,0,0,4,2100,0,56,56,500042,497
"959",3455000,3,1,8581,1,0,0,5,1350,0,75,75,500177,245
"960",3780000,4,1.5,7920,1,0,0,3,1190,950,60,60,500118,459
"961",6500000,4,2,5000,3,0,0,5,2208,0,102,102,500116,296
"962",3850000,3,2,7380,1,0,0,3,1010,0,37,37,500074,405
"963",4250000,2,1,2970,1,0,0,3,970,0,109,109,500102,83
"964",2100000,4,2,6174,1.5,0,0,5,1520,0,99,99,500022,220
"965",6300000,4,2.5,43101,2,0,0,3,2740,0,26,26,500077,193
"966",3350000,3,1.75,7500,1,0,1,3,1300,270,66,66,500146,270
"967",1965000,3,1,9000,1,0,0,3,1320,0,53,53,500001,311
"968",5828000,4,2.75,7636,1,0,0,3,1440,1110,33,33,500074,405
"969",4400000,3,1.75,7207,1,0,0,3,1250,310,36,36,500034,521
"970",7525000,NA,2.25,8616,2,0,0,4,2360,0,45,45,500033,382
"971",5325000,3,1.75,5000,2,0,0,4,1210,120,110,110,500116,296
"972",2650000,3,1,9000,1,0,0,4,1070,0,69,69,500198,268
"973",3975000,3,1.25,13737,1,0,3,4,810,700,58,58,500125,383
"974",5242500,3,2.5,3469,2,0,0,3,1710,0,20,20,500029,281
"975",7650000,4,2.75,10819,2,0,0,3,2790,0,23,23,500027,332
"976",6480000,4,2.5,5450,2,0,0,3,2620,0,18,18,500074,405
"977",4695000,5,2.5,24759,1,0,0,4,1670,1300,50,50,500031,262
"978",2375000,3,1.75,7854,1,0,0,4,1050,0,44,44,500023,469
"979",2160000,3,1,8712,1,0,0,4,1280,0,63,63,500003,270
"980",4272000,3,1,8400,1,0,0,4,1030,0,56,56,500056,365
"981",2800000,3,2.25,7800,1,0,0,4,1390,510,42,42,500055,245
"982",7180000,5,3,9804,1,0,0,4,1740,1330,51,51,500006,476
"983",4200000,2,2.75,4139,2,0,0,3,1760,0,9,9,500065,235
"984",3790000,2,1,5400,1,0,0,3,930,0,67,67,500117,501
"985",3261000,2,1,7683,1,0,0,3,880,0,77,77,500177,245
"986",5350000,3,2.5,1016,3,0,0,3,1310,50,16,16,500115,540
"987",2830000,4,2.75,8560,1,0,0,3,1560,570,27,27,500022,220
"988",2600000,3,1,7469,1.5,0,0,3,1120,360,79,79,500168,260
"989",3990000,4,1,6388,1.5,0,0,4,1500,0,68,68,500126,312
"990",4849500,3,2.25,5004,2,0,0,3,1670,0,32,32,500029,281
"991",6400000,4,1.75,9828,1,0,0,4,2060,0,59,59,500005,166
"992",5850000,4,2.5,8158,1,0,0,4,1660,500,67,67,500115,540
"993",6450000,4,2,11583,1,0,3,3,1190,1590,64,64,500125,383
"994",2530000,3,2,7651,1,0,0,3,1490,0,31,31,500003,270
"995",1785000,2,1,6460,1,0,0,3,740,0,66,66,500146,270
"996",2910000,4,2.5,6325,2,0,0,4,1860,0,28,28,500038,513
"997",1999500,2,2.75,20917,1.5,0,0,3,1590,0,99,99,500001,311
"998",5535000,2,1,2340,1,0,0,3,850,0,97,97,500105,214
"999",1899500,2,1,4188,1,0,0,3,1030,0,38,38,500038,513
"1000",2890000,3,2,9550,1,0,0,3,1850,0,31,31,500001,311
"1001",7000000,4,2,4590,2,0,0,3,1830,0,111,111,500105,214
"1002",2700000,3,2,8853,1,0,0,3,1560,0,52,52,500058,437
"1003",2580000,4,1.75,8320,1,0,0,3,1230,500,42,42,500023,469
"1004",5300000,3,2.5,7214,2,0,0,3,1930,0,14,14,500125,383
"1005",2450000,3,2.25,3677,2,0,0,3,1422,0,7,7,500092,312
"1006",5630000,3,2,5000,1.5,0,0,4,1380,0,102,102,500117,501
"1007",5150000,3,2.5,4203,2,0,0,3,2430,0,18,18,500065,235
"1008",3250000,4,2.5,7091,2,0,0,3,2610,0,32,32,500023,469
"1009",5400000,3,2.25,217800,2,0,0,3,2000,0,23,23,500024,73
"1010",2803000,2,1,5000,1,0,0,4,490,430,70,70,500103,498
"1011",4600000,4,1.75,5500,1.5,0,0,5,1050,700,93,93,500117,501
"1012",4750000,3,1.75,8970,1,0,0,4,1180,840,38,38,500072,260
"1013",9000000,4,2.25,44431,1,0,0,4,2460,0,62,62,500007,140
"1014",5382000,4,3,7260,1,0,0,4,1780,0,55,55,500008,274
"1015",4290000,NA,1,3600,1,0,0,3,1080,0,97,97,500122,252
"1016",1648080,3,1,5411,1,0,0,3,1250,0,39,39,500178,249
"1017",5200000,4,2.25,7700,2,0,0,3,1870,0,42,42,500052,519
"1018",4750000,3,1.75,8432,1,0,0,3,1230,470,42,42,500125,383
"1019",2830000,4,1.5,47045,1,0,0,5,1480,0,77,77,500168,260
"1020",3215000,4,2.5,6228,2,0,0,3,1930,0,19,19,500030,229
"1021",8400000,NA,2.75,21810,2,0,0,4,3130,0,26,26,500077,193
"1022",2870000,3,2.25,6000,2,0,0,4,1370,0,27,27,500038,513
"1023",3750000,3,1.75,8106,1,0,0,3,960,0,57,57,500052,519
"1024",3495000,3,1.75,7128,1,0,0,4,1260,0,50,50,500034,521
"1025",4464500,3,1.5,7749,1,0,0,5,1480,0,59,59,500126,312
"1026",3150000,4,2.5,9643,2,0,0,4,1930,0,27,27,500031,262
"1027",2713100,2,1,5340,1.5,0,0,2,870,0,113,113,500144,286
"1028",3150000,NA,1,8400,1.5,0,0,4,1300,0,66,66,500133,453
"1029",2450000,3,1.75,6930,1,0,0,4,1490,0,29,29,500030,229
"1030",5431150,2,1,5484,1,0,0,3,1030,350,72,72,500199,293
"1031",9000000,4,2,8190,1.5,0,0,3,1190,0,74,74,500117,501
"1032",24500000,4,4.25,6552,2,0,3,4,2870,1380,11,11,500144,286
"1033",5540000,2,2,6045,1,0,0,3,1920,0,16,16,500053,357
"1034",2499000,3,1.75,12522,1,0,0,5,2080,0,69,69,500001,311
"1035",7680000,3,2.5,54160,2,0,2,4,2690,530,38,38,500006,476
"1036",9800000,4,3,5854,1,0,3,3,2060,1620,52,52,500199,293
"1037",3950000,5,2.5,9600,1,0,0,3,1270,800,57,57,500146,270
"1038",4150000,3,1.75,2200,2,0,0,3,1480,0,24,24,500103,498
"1039",3800000,4,2.5,6921,2,0,0,3,2000,0,16,16,500038,513
"1040",5660000,3,2.5,5259,2,0,0,3,1560,0,20,20,500075,317
"1041",2185000,2,1,8961,1,0,0,4,1390,210,70,70,500002,174
"1042",5500000,4,2.5,10500,1,0,0,4,1140,800,43,43,500052,519
"1043",5120310,3,1.75,3000,1,0,2,3,770,770,99,99,500117,501
"1044",1975000,2,1,8860,1,0,0,3,820,0,69,69,500055,245
"1045",4700000,3,2.25,8784,1,0,0,3,1230,550,42,42,500033,382
"1046",5900000,3,1.75,242629,1,0,0,3,1560,0,38,38,500053,357
"1047",4650000,4,2.25,8862,1,0,0,4,1270,940,42,42,500011,173
"1048",4990000,2,1.75,114562,1,0,0,4,2040,0,51,51,500027,332
"1049",5150000,3,2.25,11500,1,0,0,3,1920,0,47,19,500006,476
"1050",7165000,3,1.75,5000,1,0,0,3,1230,700,83,83,500105,214
"1051",4100000,3,2,4250,1,0,0,3,890,810,75,75,500199,293
"1052",8500000,4,3.25,6500,2,0,0,3,2450,1000,25,25,500136,226
"1053",10500000,4,3.25,35021,2,0,0,3,3440,0,36,36,500033,382
"1054",6480000,4,2.5,13435,2,0,0,3,2380,0,27,27,500075,317
"1055",6200000,4,2.25,5350,1.5,0,0,4,1460,940,90,90,500117,501
"1056",9350000,4,4.5,84267,2,0,2,3,5670,0,11,11,500010,96
"1057",3790000,3,1,10320,1,0,0,4,1140,0,56,56,500034,521
"1058",6990000,3,1.75,5375,1,0,0,3,1270,400,67,67,500199,293
"1059",5280000,4,2.25,8005,1,0,0,3,1280,630,59,59,500125,383
"1060",4250000,3,1.75,9452,1,0,0,4,1560,0,45,45,500056,365
"1061",2495000,2,1.75,8645,1,0,0,4,1500,0,56,56,500042,497
"1062",10400000,5,3.25,6642,2,0,0,3,4475,0,5,5,500053,357
"1063",7900000,4,2.75,11900,1,0,3,4,1640,1200,58,58,500136,226
"1064",3999500,3,1,18050,1,0,0,3,1020,0,50,50,500027,332
"1065",2750000,3,1.5,9000,1,0,0,3,1410,0,66,66,500133,453
"1066",5500000,NA,1,2500,1.5,0,0,3,1520,0,107,107,500109,98
"1067",1400000,1,1,6890,1,0,0,4,730,0,93,93,500055,245
"1068",2500000,3,1,6250,1,0,0,3,990,200,65,65,500108,159
"1069",3180000,3,2.25,8909,2,0,2,3,1410,0,31,31,500198,268
"1070",5050000,2,1,57000,1,0,0,3,1240,0,57,57,500075,317
"1071",4705000,5,2.5,9248,1,0,0,3,1300,1200,53,53,500006,476
"1072",3600000,3,1,9206,1.5,0,0,3,1050,0,65,65,500125,383
"1073",12400000,4,2.75,8500,1,0,4,4,1480,1200,57,57,500006,476
"1074",9860000,3,2.5,16080,1,0,2,4,1340,1040,55,55,500136,226
"1075",5150000,2,1,4228,1,0,0,3,860,200,113,113,500112,248
"1076",3200000,3,1.75,41900,1,0,0,4,1310,990,80,80,500168,260
"1077",3100000,4,3,7426,1,0,0,5,1090,920,68,68,500178,249
"1078",3567000,2,1,5000,1,0,0,4,730,360,77,77,500126,312
"1079",7750000,4,1.75,5595,1,0,0,3,1510,810,63,63,500199,293
"1081",2080000,4,2.75,8677,1.5,0,0,3,1810,0,57,57,500198,268
"1082",8250000,2,1,12775,1,1,4,4,1150,0,111,111,500178,249
"1083",5150000,3,2.5,11254,1,0,2,3,2360,0,29,29,500003,270
"1084",4900000,3,1.5,3400,1.5,0,0,4,1420,550,90,90,500122,252
"1085",6750000,4,3,28300,1,0,0,3,2690,0,65,20,500166,246
"1086",3600000,4,2.5,4080,1,0,0,5,1040,1040,57,57,500144,286
"1087",5500000,4,2.5,4080,1,0,0,5,1040,1040,57,57,500144,286
"1088",2250000,3,1.5,9000,1,0,0,3,1370,0,57,57,500168,260
"1089",5000000,3,2.75,9360,1.5,0,0,4,3410,0,52,52,500058,437
"1090",3850000,4,2,11700,1,0,0,4,1850,0,50,50,500059,376
"1091",8377000,5,2.75,12611,2,0,0,3,3010,0,25,25,500052,519
"1092",4480000,3,2.25,3056,2,0,0,3,1530,0,16,16,500053,357
"1093",7300000,NA,1.75,21357,1,0,0,4,1420,1270,67,67,500004,290
"1094",5750000,4,1.5,7140,1,0,2,3,1490,1320,65,65,500136,226
"1095",4300000,3,1.75,7300,1,0,0,4,1240,570,43,43,500034,521
"1096",4350000,3,2.5,3987,2,0,0,3,1560,0,17,17,500053,357
"1097",2410000,3,1,9611,1,0,0,4,1010,0,46,46,500092,312
"1098",4535000,2,1.75,1760,1,0,0,4,600,400,95,95,500109,98
"1099",2850000,2,1.5,1380,3,0,0,3,990,0,18,18,500133,453
"1100",1510000,2,1,4222,1,0,0,4,720,0,77,77,500056,365
"1101",15700000,5,4.5,14731,2,0,0,3,6070,0,15,15,500059,376
"1102",6310000,5,2,2400,2,0,0,3,2270,0,114,114,500122,252
"1103",2850000,2,2.5,1073,2,0,0,3,1140,240,8,8,500126,312
"1104",1950000,3,1,8378,1,0,0,4,840,420,60,42,500023,469
"1105",8175000,4,2.5,35679,2,0,0,4,2910,0,32,32,500075,317
"1106",5500000,3,2,12825,1,0,0,4,1810,0,59,59,500007,140
"1107",11300000,4,2.5,8281,2,0,0,4,3160,0,24,24,500033,382
"1108",6098500,2,2.75,1369,3,0,0,3,1910,0,17,17,500119,162
"1109",2000000,3,1,4380,1,0,0,3,1230,0,72,72,500106,280
"1110",3670000,4,2.5,6219,2,0,0,3,2960,0,13,13,500038,513
"1111",2851670,3,2.25,8375,2,0,0,3,2200,0,31,31,500092,312
"1112",2750000,2,1.5,32175,1,0,0,4,1270,0,72,72,500003,270
"1113",3509000,4,2.5,12843,2,0,0,3,2540,0,27,27,500030,229
"1114",6600000,4,3.25,9273,2,0,0,5,3030,0,31,31,500029,281
"1115",5250000,3,1.75,8835,1,0,0,4,1520,0,62,62,500008,274
"1116",2620000,4,2.5,7800,2,0,0,3,1560,0,22,22,500168,260
"1117",6900000,2,1,4560,1,0,0,4,970,0,112,112,500103,498
"1119",3530000,3,1,7740,1,0,0,4,860,490,72,72,500125,383
"1120",5525000,4,3.5,10400,2,0,0,3,2290,1420,17,17,500056,365
"1121",2245000,4,1,8355,1.5,0,0,4,1430,0,36,36,500092,312
"1122",2390000,3,1,8571,1,0,0,3,940,0,69,69,500146,270
"1123",9750000,5,4.5,12250,2,0,0,3,4300,0,15,15,500029,281
"1124",12000000,4,1.75,13470,2,0,0,3,3990,0,13,13,500059,376
"1125",5050000,3,1,4000,1.5,0,0,3,1380,0,109,109,500112,248
"1126",3020000,4,1.75,7865,1,0,0,4,1010,1010,56,56,500059,376
"1127",1700000,3,1,5670,1,0,0,3,780,700,75,75,500106,280
"1128",1950000,2,1,27007,1,0,0,4,1190,0,109,109,500027,332
"1129",2720000,5,1.5,6300,1,0,0,4,1560,990,60,60,500056,365
"1130",3690000,5,1.5,6300,1,0,0,4,1560,990,60,60,500056,365
"1131",3325000,3,1.5,6332,1,0,0,3,1500,0,66,66,500125,383
"1132",5150000,3,2.5,8250,1,0,0,4,1760,1240,56,56,500008,274
"1133",2690000,3,1,4250,1,0,0,3,1020,670,52,52,500178,249
"1134",12800000,4,4,17832,1,0,0,4,2430,1960,25,25,500059,376
"1135",3030000,3,2.5,4100,2,0,0,3,1560,0,34,34,500055,245
"1136",4200000,7,3,8624,1,0,0,3,1690,1250,42,42,500155,438
"1137",4000000,3,1,4100,1,0,0,3,990,140,78,78,500117,501
"1138",2250000,NA,1,8437,1,0,0,5,1020,0,32,32,500022,220
"1139",2190000,2,2,2550,2,0,0,3,1310,0,15,15,500038,513
"1140",6050000,3,2.5,9487,2,0,3,3,2570,0,30,30,500011,173
"1141",6250000,4,2,6867,1,0,0,5,1010,1010,77,77,500115,540
"1142",3800000,5,2,3240,1,0,0,3,840,840,113,113,500144,286
"1143",6200000,4,2,7700,1.5,0,0,4,1770,0,57,57,500007,140
"1144",6875000,4,2.75,10970,2,0,0,3,3190,0,25,25,500075,317
"1145",2255000,4,2,7950,1,0,0,5,1440,0,57,57,500058,437
"1146",2525000,3,2,6000,1,0,0,5,1150,0,63,63,500178,249
"1147",5100000,3,2.5,3658,2,0,0,3,1860,0,25,25,500029,281
"1148",5100000,4,2.5,5203,2,0,0,3,2430,0,16,16,500155,438
"1149",7250000,3,2.5,4000,1.5,0,0,5,1940,0,113,113,500109,98
"1151",4920000,2,1,2970,1,0,0,3,880,0,92,92,500103,498
"1152",4250000,4,2.5,14196,1,0,0,4,1330,600,42,42,500072,260
"1153",19600000,4,2.75,7898,1,1,4,4,1560,1560,56,56,500034,521
"1154",2989000,3,2.5,6162,2,0,0,3,1830,0,25,25,500092,312
"1155",6990000,4,2.5,40319,2,0,0,4,3230,0,32,32,500027,332
"1156",3100000,2,1,3000,1,0,0,4,700,0,101,101,500103,498
"1157",3500000,3,1.75,8580,1,0,0,3,1010,0,58,58,500033,382
"1158",7900000,4,1.75,10061,1,1,4,3,1410,1050,58,58,500178,249
"1159",3050000,4,2.5,5000,2,0,0,3,2230,0,16,16,500031,262
"1160",3150000,3,2.5,2865,2,0,0,3,1570,0,16,16,500118,459
"1161",2675000,5,3.5,6600,2,0,0,5,2390,0,42,42,500042,497
"1162",17500000,4,3.25,7749,2,0,1,3,3020,440,69,21,500115,540
"1163",4350000,6,3.5,8620,2,0,0,3,1640,760,32,32,500034,521
"1164",4825000,6,4.5,7500,1.5,0,0,4,2940,0,53,53,500034,521
"1165",51100000,5,5.25,45517,2,1,4,3,5990,2020,20,20,500033,382
"1166",4399950,3,1.75,8400,1,0,0,4,1570,0,60,60,500133,453
"1167",4600000,3,3,7500,1,0,0,3,1180,340,52,52,500034,521
"1168",1940000,3,1,6440,1,0,0,4,1070,0,48,48,500023,469
"1169",2900000,2,0.75,8313,1,1,3,4,440,0,76,76,500070,115
"1170",2747000,4,2,9600,1,0,0,5,1220,1220,56,56,500031,262
"1171",9000000,4,2.5,3672,2,0,0,5,1800,860,109,109,500105,214
"1172",11500000,4,4,103382,2,0,0,3,4460,0,18,18,500053,357
"1173",6050000,3,2.5,3667,2,0,0,3,2010,0,11,11,500027,332
"1174",3590000,3,2.5,3850,2,0,0,3,1450,0,15,15,500065,235
"1175",8500000,3,1.75,9900,1,0,0,3,1400,0,68,68,500004,290
"1176",5050000,3,2,2500,2,0,0,3,1500,0,17,17,500107,219
"1177",5650000,3,2.5,7394,2,0,0,3,2500,0,29,29,500072,260
"1178",5850000,2,1.75,7110,1,0,0,4,1000,280,64,64,500118,459
"1179",3280000,4,3.25,7500,2,0,3,3,2420,960,29,29,500198,268
"1180",7499500,4,2.75,18700,1,0,0,3,2210,700,62,24,500177,245
"1181",8260000,4,2.5,7140,2,0,0,3,3060,0,13,13,500027,332
"1182",5350000,3,1,40259,1,0,0,4,1330,0,42,42,500024,73
"1183",9250000,4,2.5,101930,2,0,0,4,3300,0,28,28,500029,281
"1184",8750000,3,3.5,6000,2,0,0,3,2500,750,18,18,500136,226
"1185",9020000,4,2.25,9200,1,0,0,5,1570,960,43,43,500006,476
"1186",4230000,3,1,13900,1,0,0,3,1830,0,68,68,500133,453
"1187",2350000,3,1,11100,1,0,0,4,1170,0,51,51,500059,376
"1188",5450000,2,2,14057,1,0,2,4,1680,1250,39,39,500070,115
"1189",3430000,2,1,7560,1,0,0,3,1230,0,58,58,500133,453
"1190",3349500,3,2.5,2930,2,0,0,3,1620,0,17,17,500058,437
"1191",4050000,3,1.75,5355,1,0,0,3,1160,600,63,63,500118,459
"1192",2200000,4,1,8250,1,0,0,3,1440,0,60,60,500188,127
"1193",1730000,2,1,8100,1,0,0,3,1050,690,72,72,500168,260
"1194",6550000,3,1,3600,1.5,0,0,3,1270,0,113,113,500119,162
"1195",4060000,NA,1,3000,1,0,0,3,880,0,95,95,500115,540
"1196",6320000,6,2.5,8320,1,0,0,3,1370,1190,58,58,500125,383
"1197",3570000,5,2.75,4000,1,0,0,3,1140,400,29,29,500106,280
"1198",3610000,3,1.75,17585,1,0,0,3,1150,0,55,55,500014,114
"1199",2770000,2,1,8149,1,0,0,3,770,0,71,71,500155,438
"1200",6300000,4,3.75,40202,1,0,0,4,2500,2110,39,39,500027,332
"1201",2540000,3,2.5,4597,2,0,0,3,1850,0,16,16,500042,497
"1202",4728000,3,2.25,8400,1,0,0,3,1290,550,58,58,500006,476
"1203",2630000,3,1.75,3800,1,0,0,3,700,790,106,106,500118,459
"1204",5100000,3,1.75,3800,1,0,0,3,700,790,106,106,500118,459
"1205",1799500,3,1,10125,1,0,0,4,960,0,67,67,500003,270
"1206",5250000,4,2.25,7307,1,0,0,3,1160,420,46,46,500027,332
"1207",4790000,3,2.5,889,3,0,0,3,1260,0,11,11,500109,98
"1208",6510000,3,2,6440,1,0,2,5,970,970,79,79,500116,296
"1209",9490000,4,1.75,7834,1,0,3,4,1240,1250,61,61,500033,382
"1210",3924000,5,2.5,27951,1.5,0,0,3,1890,630,77,49,500155,438
"1212",4600000,4,2.5,7504,2,0,0,3,4190,0,15,15,500058,437
"1213",4700000,3,1,4400,1,0,0,3,870,300,68,68,500199,293
"1214",2450000,3,2.5,4271,2,0,0,3,1600,0,16,16,500038,513
"1215",5000000,4,2,27631,2,0,0,4,1800,960,41,41,500155,438
"1216",4550000,3,2.5,8653,2,0,0,3,2090,0,30,30,500011,173
"1217",4855000,4,2.5,3974,2,0,0,3,2320,0,20,20,500065,235
"1218",18800000,5,3.25,7920,2,0,3,3,3150,960,98,98,500122,252
"1219",1000000,2,1,17334,1,0,0,3,770,0,41,41,500001,311
"1220",3070000,3,1.75,16105,1,0,0,3,1410,0,37,37,500014,114
"1221",4750000,4,3.5,14401,2,0,0,3,2660,1000,25,25,500023,469
"1222",3300000,4,2.5,7210,1,0,0,3,1190,990,47,47,500011,173
"1223",1300000,3,1,7520,1,0,0,4,1110,0,59,59,500033,382
"1224",3200000,3,2.5,7417,2,0,0,3,2280,0,21,21,500001,311
"1225",7350000,4,2.5,6180,2,0,0,3,2050,770,6,6,500118,459
"1226",3650000,4,2.5,9600,1,0,0,3,800,770,47,47,500155,438
"1227",2340000,3,1.5,11935,1,0,0,4,1200,0,51,51,500042,497
"1228",2110000,4,2,8288,1.5,0,0,3,1710,0,49,49,500031,262
"1229",6800000,6,3.5,6320,2,0,2,3,2400,600,50,50,500118,459
"1230",4570000,4,3,7845,2,0,0,3,2800,0,17,17,500038,513
"1231",3490000,3,2.25,7261,2,0,0,3,1640,0,30,30,500034,521
"1232",3600000,3,2.75,6840,1,0,0,3,1210,820,40,40,500108,159
"1233",3500000,4,2.5,10155,2,0,0,3,2530,0,21,21,500042,497
"1234",2080000,3,1,7420,1,0,0,5,990,0,59,59,500002,174
"1235",2502750,2,1,11234,1,0,0,4,790,0,77,77,500166,246
"1236",4350000,2,1,11234,1,0,0,4,790,0,77,77,500166,246
"1237",2700000,3,1.75,7763,1,0,0,3,1470,330,35,35,500030,229
"1238",4380000,3,1.75,12940,1,0,0,4,1650,0,58,58,500028,252
"1239",6590000,4,2,23625,2,0,0,3,1980,0,81,35,500072,260
"1240",6450000,4,2.75,6350,1,0,0,4,1310,1030,45,45,500126,312
"1241",6851000,4,2.5,5423,2,0,0,3,2790,0,20,20,500074,405
"1242",3500000,7,3,9569,1,0,2,3,1400,1400,56,56,500056,365
"1243",3750000,2,1,81892,1,0,0,3,1840,0,64,64,500072,260
"1244",1700000,3,1.5,81549,1,0,0,2,1350,0,53,53,500092,312
"1245",8800000,4,2.5,3841,3,0,0,3,3030,0,14,14,500117,501
"1246",4105000,4,2.5,5000,2,0,0,3,1980,0,11,11,500014,114
"1247",7800000,4,2.5,13609,2,0,2,3,3690,0,23,23,500075,317
"1248",12300000,5,4.5,4426,2.5,0,0,3,2932,800,18,18,500112,248
"1249",4490000,2,1.75,6852,1,0,0,3,1510,0,14,14,500053,357
"1250",5460000,3,1.75,5000,1,0,0,4,1110,890,98,98,500117,501
"1251",3170000,3,2,11410,1,0,0,5,1060,700,42,42,500058,437
"1252",2769000,3,1,7566,1,0,0,4,1270,0,61,61,500056,365
"1253",3990000,5,2,7030,1,0,0,3,1420,1200,54,54,500133,453
"1254",4950000,5,2.75,10165,1,0,0,4,1690,940,43,43,500027,332
"1255",2580000,3,1.75,9000,1,0,0,4,1330,940,41,41,500023,469
"1256",6000000,2,2.5,102366,1,0,0,4,1940,470,107,30,500024,73
"1257",2650000,3,2.75,881,3,0,0,3,1120,0,20,20,500103,498
"1258",3210000,5,2.75,7000,1,0,0,4,1540,1490,41,41,500032,117
"1259",6820000,5,2.25,4000,1.5,0,0,4,1720,400,109,109,500109,98
"1260",2957000,4,2.5,5805,2,0,0,3,1720,0,19,19,500092,312
"1261",6090000,4,2.5,37981,2,0,0,3,2150,0,34,34,500052,519
"1262",9950000,3,4.5,47044,2,1,3,3,3720,660,51,29,500166,246
"1263",5300000,3,2.25,11817,2,0,0,4,2010,0,33,33,500029,281
"1264",6140000,5,2.5,5150,2,0,0,5,1870,1280,112,15,500118,459
"1265",3900000,3,2.5,21780,1,0,0,3,1770,730,33,33,500092,312
"1266",4670000,3,2.5,6642,2,0,0,3,1690,0,15,15,500053,357
"1267",4840000,6,2.5,13501,1,0,0,3,2060,1240,39,39,500059,376
"1268",3400000,3,2.5,1115,3,0,0,3,1240,0,16,16,500103,498
"1269",3024950,3,2.5,7201,2,0,0,3,2200,0,25,25,500030,229
"1270",5325000,3,1.75,3360,1,0,0,5,980,640,92,92,500117,501
"1271",4415000,3,2.5,9592,2,0,0,3,1780,640,26,26,500059,376
"1272",4700000,4,2.5,8062,1,0,3,4,1530,1150,52,52,500198,268
"1273",23000000,4,3.25,8570,2,0,0,3,4250,0,15,15,500004,290
"1274",5900000,3,2.5,99752,1,0,0,3,2400,0,23,23,500058,437
"1275",3200000,3,1.75,12000,1,0,0,3,1770,530,77,77,500133,453
"1276",3630000,2,2,1201,2,0,0,3,800,120,10,10,500144,286
"1277",7475000,4,2.25,18600,2,0,0,4,2350,0,42,42,500028,252
"1278",7500000,2,2.5,7957,2,0,0,3,2630,0,16,16,500053,357
"1279",8310000,4,3,4000,2,0,0,4,1610,560,37,8,500112,248
"1280",4030000,3,2.5,4125,2,0,0,3,1700,0,15,15,500065,235
"1281",4450000,3,2.5,4565,2,0,0,3,2470,0,14,14,500056,365
"1282",3450000,3,1,17380,1,0,0,4,1250,0,49,49,500072,260
"1283",22600000,3,3.5,14872,1,0,0,3,3110,0,16,16,500004,290
"1284",3710250,3,2,8925,1,0,0,3,1530,0,42,42,500011,173
"1285",3550000,2,1,6250,1,0,0,3,960,0,103,103,500136,226
"1286",2700000,3,1,14110,1,0,0,4,1240,0,47,47,500058,437
"1287",4250000,4,2.75,15349,2,0,1,4,2440,0,62,62,500198,268
"1288",3648080,3,1.75,7875,1,0,0,3,1620,700,52,52,500058,437
"1289",3200000,3,2.25,6561,1,0,0,3,1200,380,38,38,500058,437
"1290",3250000,4,2.5,5797,2,0,0,3,2963,0,13,13,500030,229
"1291",3500000,3,2.25,10290,2,0,0,3,2230,240,35,35,500058,437
"1292",1700000,3,1.5,10176,1,0,0,3,1370,0,72,72,500168,260
"1293",2550000,2,1,28717,1,0,0,4,960,0,35,35,500070,115
"1294",5500000,3,1,7500,1,0,0,3,880,250,72,72,500117,501
"1295",8350000,4,4.25,25714,2,0,0,3,4930,0,14,14,500092,312
"1296",4200000,3,1,5120,1,0,0,4,800,350,73,73,500116,296
"1297",9250000,4,2.5,7350,2.5,0,0,5,2190,0,61,61,500040,271
"1298",3892500,2,1.5,4080,1,0,0,3,930,560,63,63,500126,312
"1299",7480000,3,2.5,10183,1,0,0,3,1300,1300,15,15,500033,382
"1300",2840000,3,1.75,9600,1,0,0,3,1200,330,31,31,500042,497
"1301",5880000,4,2,5000,1,0,0,3,980,700,69,69,500115,540
"1302",3725000,3,1.75,8648,1,0,0,4,1680,0,56,56,500133,453
"1303",2850000,4,3,7194,2,0,0,4,1900,0,31,31,500042,497
"1304",3600000,3,1,9467,1,0,0,3,1570,0,65,65,500177,245
"1305",2750000,3,1,17859,1,0,0,4,1150,220,89,89,500024,73
"1306",4280000,2,2,4225,1,0,0,3,1350,0,16,16,500053,357
"1307",8470000,6,2.5,17864,2,0,0,3,3010,0,50,50,500177,245
"1308",3160000,3,1,7838,1,0,0,4,1010,0,42,42,500019,172
"1309",3750000,3,2.5,7205,2,0,0,3,2050,0,19,19,500003,270
"1310",5330000,3,1,4080,1,0,0,3,1170,500,52,52,500115,540
"1311",5560000,5,2.5,16905,2,0,0,3,3840,0,28,28,500023,469
"1312",2250000,4,2,14120,1,0,0,3,1200,1020,53,53,500042,497
"1313",5372500,4,2.5,9530,1,0,0,4,1640,950,41,41,500155,438
"1314",2550000,3,1,13650,1,0,0,4,1180,0,52,52,500058,437
"1315",5300000,4,2.5,4836,2,0,0,3,2950,0,13,13,500059,376
"1316",53000000,6,6,24829,2,1,4,4,5000,2390,28,28,500040,271
