"","price","bedrooms","bathrooms","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"5863",2950000,NA,1,4500,1,0,0,3,750,0,74,74,"500122"
"5864",3700000,3,1,2296,1,0,0,4,800,0,111,111,"500103"
"5865",17300000,4,2.25,8000,1.5,0,1,3,2360,1110,113,17,"500122"
"5866",2750000,3,1.5,NA,1,0,0,3,1390,0,97,6,"500024"
"5867",890000,3,1,4750,1,0,0,4,900,0,50,50,"500023"
"5868",1750000,2,1.75,9800,1.5,0,0,4,1050,0,44,44,"500019"
"5869",4900000,3,2.5,11900,1,0,2,4,1600,810,30,30,"500023"
"5870",3424000,3,2.25,9630,2,0,0,3,1180,0,33,33,"500028"
"5871",3450000,3,1,4200,2,0,0,4,1140,0,115,115,"500144"
"5872",3990000,2,1,3400,1,0,0,3,700,0,73,73,"500112"
"5873",5500000,4,2.5,9719,1,0,0,4,1320,740,59,59,"500006"
"5874",6524500,3,2.25,11835,1,0,0,5,1630,600,45,45,"500006"
"5875",4380000,2,2.25,NA,1,0,0,3,1350,600,66,66,"500133"
"5876",6050000,3,1.75,5058,1,0,2,3,1340,760,78,78,"500126"
"5877",3950000,4,2.5,11733,1,0,0,5,1330,800,50,50,"500059"
"5878",4499500,3,2,3048,2,0,0,4,1880,0,117,117,"500122"
"5879",6511000,4,2.5,5526,2,0,0,3,2310,0,16,16,"500074"
"5880",2410000,3,1,6050,1,0,0,3,880,0,74,74,"500178"
"5881",34200000,5,5,20412,2,0,0,3,5450,0,5,5,"500039"
"5882",2685000,2,1.5,1749,1,0,0,3,660,630,50,50,"500008"
"5883",2000000,2,1,7200,1,0,0,3,1010,0,63,63,"500166"
"5884",4003750,4,1.75,7680,1,0,0,5,890,800,73,73,"500126"
"5885",4290000,2,1.75,6315,1,0,0,3,1350,0,14,14,"500053"
"5886",2300000,3,1,2400,1,0,0,4,680,0,116,116,"500144"
"5887",12000000,4,2.25,10702,2,0,0,3,2860,0,37,37,"500004"
"5888",3142000,1,1,6000,1,0,0,4,610,0,101,101,"500117"
"5889",5130000,4,2.5,8887,1,0,0,4,1880,780,52,52,"500166"
"5890",5350000,2,1,5346,1,0,0,5,960,430,111,111,"500118"
"5891",4200000,6,3,6344,2,0,0,3,2290,0,39,39,"500126"
"5892",3459500,3,2.5,4118,2,0,0,3,2110,0,30,30,"500042"
"5893",4835000,3,2,2016,1,0,1,4,600,600,88,88,"500116"
"5894",6950000,4,2.25,2500,2,0,3,3,1520,840,18,18,"500117"
"5895",2950000,4,2.5,8906,2,0,0,3,2350,0,26,26,"500031"
"5896",4349750,3,2.25,9960,1,0,0,3,1060,530,43,43,"500155"
"5897",5130000,3,2.5,4592,2,0,0,3,1810,0,27,27,"500029"
"5898",3600000,3,1.75,11407,1,0,0,3,1900,0,56,56,"500155"
"5899",2349000,3,1,8000,1,0,0,3,1250,0,63,63,"500146"
"5900",9630000,4,3.5,6603,2,0,0,3,3280,0,12,12,"500027"
"5901",5950000,2,1.5,4800,1,0,0,3,870,0,95,95,"500119"
"5902",9425000,4,3.25,14408,2,0,2,3,3570,0,13,13,"500065"
"5903",10300000,4,3.25,11200,2,0,0,3,3780,0,17,17,"500059"
"5904",3500000,3,1,3600,1.5,0,0,3,1190,0,115,115,"500144"
"5905",4165000,4,2,NA,2,0,0,4,2280,0,28,28,"500070"
"5906",2099000,3,1,NA,1.5,0,0,3,1030,0,107,107,"500042"
"5907",8020000,3,1.75,5000,1.5,0,0,4,1840,1030,112,112,"500144"
"5908",2300000,4,1.5,8800,1,0,0,4,1520,0,59,59,"500002"
"5909",4890000,3,3,10375,2,0,0,3,3700,0,37,37,"500188"
"5910",4970000,3,1.5,NA,1,0,0,3,1620,620,63,63,"500034"
"5911",2500000,3,2.25,7738,1,0,0,3,1520,400,54,54,"500148"
"5912",9250000,3,3,3600,2,0,0,3,2110,450,25,25,"500119"
"5913",3900000,4,2.5,15496,2,0,0,3,1840,0,28,28,"500059"
"5914",4150000,3,2.75,9600,1,0,0,3,2080,0,31,31,"500028"
"5915",7850000,3,2,9638,1,0,0,5,1600,0,67,67,"500040"
"5916",5750000,3,2,4000,1.5,0,0,3,2168,0,112,112,"500105"
"5917",1700000,2,1,8636,1,0,0,3,860,0,95,95,"500146"
"5918",7500000,4,1.75,3400,1,0,0,5,1100,1000,104,104,"500119"
"5919",2300000,3,1,9639,1,0,0,4,1140,0,52,52,"500001"
"5920",8550000,4,3,NA,2,0,0,3,3090,0,41,41,"500005"
"5921",2350000,3,1,NA,2,0,0,2,1330,0,52,52,"500058"
"5922",3350000,2,1,NA,1,0,0,4,1360,0,82,82,"500065"
"5923",12000000,5,3,18129,2,0,0,3,2540,880,67,14,"500040"
"5924",6770000,4,2,6000,1.5,0,0,3,2060,120,92,92,"500144"
"5925",5750000,3,2,5000,2,0,0,5,1600,200,94,94,"500136"
"5926",4500000,2,1,4590,1,0,0,3,1120,0,95,95,"500118"
"5927",8172500,3,2.5,7202,2,0,0,3,2980,0,20,20,"500033"
"5928",4400000,4,2.25,NA,1,0,0,3,1810,790,51,51,"500072"
"5929",5260000,2,2,2400,1.5,0,0,4,1550,0,119,119,"500103"
"5930",7625000,3,2.25,15258,2,0,0,3,3330,0,33,33,"500077"
"5931",3250000,4,2.5,7719,2,0,0,3,2200,0,19,19,"500030"
"5932",8400000,4,3.5,NA,2,0,0,3,3840,0,21,21,"500014"
"5933",3775000,2,1,4500,1,0,0,3,840,0,80,80,"500136"
"5934",2125000,3,1.5,7128,1,0,0,4,1270,0,65,65,"500198"
"5935",7494000,4,2.5,20301,2,0,0,3,3240,0,34,34,"500052"
"5936",6630000,3,2.5,NA,1.5,1,3,4,2480,0,45,45,"500070"
"5937",14800000,3,2.25,NA,2,0,2,3,3240,1230,66,15,"500006"
"5938",2610000,3,1,7800,1,0,0,3,1060,720,62,62,"500178"
"5939",5150000,4,2.5,9248,2,0,0,3,1850,0,22,22,"500028"
"5940",4100000,3,2.25,16921,2,0,0,3,2200,0,32,32,"500038"
"5941",3360000,3,2.25,10160,1,0,0,3,2760,0,50,50,"500058"
"5942",4400000,2,1,4128,1,0,0,3,1090,0,71,71,"500115"
"5943",9089500,4,2.75,6200,2,0,0,3,3090,0,5,5,"500006"
"5944",5540000,2,1,3700,1,0,0,5,820,0,51,51,"500040"
"5945",3870000,3,2.25,1606,2,0,0,3,1300,145,16,16,"500027"
"5946",2686430,4,2.25,9240,2,0,0,3,1810,0,58,58,"500055"
"5947",5140000,3,1.75,5000,1,0,0,3,920,700,65,65,"500117"
"5948",4200000,2,1.75,4182,2,0,0,3,1060,0,42,42,"500115"
"5949",1990000,3,1.75,9871,1,0,0,5,1050,0,51,51,"500042"
"5950",2250000,3,1,15701,1,0,0,4,1010,0,70,70,"500188"
"5951",3200000,4,2.5,8424,2,0,0,4,2050,0,26,26,"500022"
"5952",2049950,2,1,8185,1,0,0,5,970,0,115,115,"500031"
"5953",3760000,3,2,1827,2,0,0,3,1540,0,14,14,"500029"
"5954",7050000,4,2.75,6222,2,0,0,3,3000,0,15,15,"500029"
"5955",7259950,4,2.5,7869,2,0,2,3,3190,0,18,18,"500065"
"5956",2850000,4,2.5,8190,1,0,0,3,1100,770,42,42,"500058"
"5957",2850000,4,2.5,9397,2,0,0,3,2200,0,32,32,"500001"
"5958",7310000,4,2.5,5936,2,0,0,3,3070,0,14,14,"500075"
"5959",15600000,4,3.75,17000,2,0,3,4,2820,910,33,33,"500040"
"5960",5100000,4,2.5,10423,1,0,0,3,2440,0,64,26,"500034"
"5961",6200000,2,1,4332,1,0,0,3,990,0,110,110,"500103"
"5962",11100000,3,4,NA,2,0,0,3,4160,0,30,30,"500053"
"5963",7960000,4,3.5,4960,2,0,0,3,2870,800,14,14,"500177"
"5964",2550000,3,1.5,NA,1,0,0,3,910,0,76,76,"500188"
"5965",8070000,3,2.5,4000,2,0,0,4,1940,0,19,19,"500199"
"5966",3150000,4,2.5,6000,2,0,0,3,1780,0,19,19,"500038"
"5967",6370000,3,2.25,7355,2,0,0,4,2200,0,33,33,"500052"
"5968",27300000,4,4.25,NA,2.5,0,2,4,5610,800,113,113,"500144"
"5969",4900000,3,2,10023,1,0,0,3,1220,850,38,38,"500074"
"5970",2530000,3,1.75,7281,1,0,0,3,1020,1020,57,57,"500188"
"5971",3259000,4,2.5,6270,2,0,0,3,2320,0,15,15,"500042"
"5972",4250000,2,2,6677,1,0,0,3,870,570,67,67,"500118"
"5973",2150000,4,2.5,6675,2,0,0,3,1700,0,22,22,"500038"
"5974",3150000,4,2.5,6675,2,0,0,3,1700,0,22,22,"500038"
"5975",7248000,3,2,3933,1,0,0,3,1180,870,93,18,"500112"
"5976",2950000,2,1,6500,1,0,0,4,800,0,66,66,"500133"
"5977",5090070,3,1.75,7620,1,0,0,3,1350,450,68,68,"500177"
"5978",3060000,5,2,NA,1.5,0,0,3,1460,0,109,109,"500030"
"5979",2050000,3,1.75,7210,1,0,0,3,1290,0,35,35,"500023"
"5980",2750000,3,1.5,9737,1,0,0,4,1200,700,51,51,"500031"
"5981",6850000,3,1.75,7000,1,0,2,3,1480,0,56,56,"500122"
"5982",4650000,4,2.5,12833,1,0,0,3,1220,870,50,50,"500034"
"5983",5600000,4,2.25,9800,1,0,0,3,1330,620,51,51,"500033"
"5984",4585000,3,1.75,9605,1,0,0,3,1250,0,55,55,"500008"
"5985",3540000,3,1,7590,1,0,0,3,990,0,60,60,"500008"
"5986",4410000,3,2.5,7923,2,0,0,3,2740,0,21,21,"500058"
"5987",1940000,3,1.75,10488,1,0,0,2,1110,150,67,67,"500106"
"5988",3165000,4,2.5,6807,2,0,0,4,2150,0,28,28,"500031"
"5989",5249500,3,1.75,3250,1.5,0,0,4,1230,520,90,90,"500117"
"5990",10500000,3,2.25,6092,2,0,4,4,1920,960,36,36,"500116"
"5991",9250000,4,2.25,13894,2,0,0,4,2590,0,44,44,"500005"
"5992",7800000,3,1.75,4524,1.5,0,0,4,1830,600,95,95,"500103"
"5993",2410000,2,2,3128,2,0,0,3,1470,0,14,14,"500038"
"5994",5190000,3,2.75,10744,1,0,0,5,1270,750,65,65,"500166"
"5995",2860000,2,1,4000,1,0,0,4,610,0,101,101,"500136"
"5996",4000000,3,2,17800,1,0,0,3,1500,1500,57,57,"500125"
"5997",2550000,2,1,NA,1,0,0,4,920,0,96,96,"500024"
"5998",1520000,3,1.75,7754,1,0,0,3,1070,0,66,66,"500146"
"5999",5990000,4,2,15143,2,0,0,4,3410,0,47,32,"500052"
"6000",3300000,4,2.5,3905,2,0,0,3,1820,0,18,18,"500019"
"6001",4610000,2,1,7193,1,0,0,3,1060,0,93,93,"500133"
"6002",6200000,5,2.5,NA,2,0,0,3,3070,0,24,24,"500059"
"6003",3525000,4,2.5,NA,1,0,0,4,1840,460,61,61,"500038"
"6004",4350000,3,2,6911,1,0,0,3,1260,350,31,31,"500034"
"6005",7250000,5,2.75,5310,2,0,0,3,2830,0,13,13,"500052"
"6006",3000000,3,1,12300,1,0,0,3,970,0,37,37,"500028"
"6007",2520000,3,2.5,8284,2,0,0,3,1680,0,30,30,"500038"
"6008",4646250,4,2.75,8996,1,0,0,4,1260,780,45,45,"500033"
"6009",3400000,3,1,9586,2,0,0,3,1450,0,69,69,"500155"
"6010",13300000,4,2.25,6280,1.5,0,0,4,1980,890,114,114,"500112"
"6011",4550000,5,2,13970,1,0,0,4,1120,750,50,50,"500027"
"6012",4950000,4,3.5,18042,2,0,0,3,2490,0,16,16,"500070"
"6013",9250000,4,2.5,4501,2,0,0,3,2640,710,17,17,"500117"
"6014",5870000,NA,2.75,8737,2,0,0,3,3190,0,13,13,"500065"
"6015",5240000,3,1.75,5520,1,0,0,4,780,780,75,75,"500199"
"6016",10300000,4,2.5,4800,2,0,0,3,1960,790,114,14,"500103"
"6017",1760000,2,1,2332,1,0,0,4,920,0,39,39,"500198"
"6018",2499000,2,1,5500,1,0,0,3,1140,0,72,72,"500106"
"6019",4995000,3,2.5,NA,1.5,0,0,3,2520,0,31,31,"500019"
"6020",6000000,5,3.5,10542,1,0,0,5,1620,1530,45,45,"500011"
"6021",2940000,4,2.5,7800,2,0,0,3,2040,0,16,16,"500168"
"6022",2720000,4,2,19843,1,0,0,3,1780,0,56,56,"500058"
"6023",3900000,3,2.5,10800,2,0,0,3,2240,0,23,23,"500028"
"6024",7000000,4,2.5,9650,1,0,3,4,2320,950,48,48,"500166"
"6026",9200000,4,1.5,3600,2,0,0,3,1660,190,90,90,"500112"
"6027",5000000,3,1.75,8530,1,0,0,4,1190,380,36,36,"500033"
"6028",2635000,2,1,4515,1,0,0,3,750,0,77,77,"500106"
"6029",9750000,4,2.25,9990,2,0,0,4,2240,0,52,52,"500040"
"6030",5750000,3,2.5,3485,2,0,0,3,1870,0,18,18,"500029"
"6031",8220000,4,2.5,NA,2,0,0,4,2683,0,32,32,"500052"
"6032",3000000,3,1,7200,1,0,0,3,1490,0,65,65,"500125"
"6033",4876000,4,2.5,12080,2,0,0,3,2340,0,20,20,"500019"
"6034",5000000,4,2,8640,1,0,0,3,850,850,64,9,"500006"
"6035",6800000,2,2,989,3,0,0,3,1450,0,5,5,"500109"
"6036",4190000,3,2.5,21096,2,0,2,3,3310,0,15,15,"500023"
"6037",4500000,4,1.75,5250,1,0,0,3,1520,0,70,70,"500199"
"6038",6500000,5,1.75,4500,1.5,0,0,3,1260,0,93,93,"500119"
"6039",5500000,3,1.75,8086,1,0,0,4,1840,0,55,55,"500052"
"6040",3300000,4,2,5202,1,0,1,4,1070,680,77,77,"500108"
"6041",2825100,4,1,NA,1.5,0,0,4,1450,0,87,87,"500030"
"6042",23900000,4,4,13296,2,0,2,3,4900,1430,19,19,"500033"
"6043",2300000,2,2,10200,1,0,0,3,1020,240,36,36,"500003"
"6044",7500000,4,1.75,6613,2,0,0,3,2100,0,110,15,"500116"
"6045",3210000,4,2.5,5366,2,0,0,3,2430,0,17,17,"500092"
"6046",22000000,4,3.25,18000,2,0,3,5,3350,900,39,39,"500040"
"6047",2450000,4,2,10416,1,0,0,3,1370,460,61,61,"500146"
"6048",5100000,2,1,4000,1,0,0,3,1310,0,106,106,"500103"
"6049",7510000,4,3.25,9571,2,0,0,3,2370,720,15,15,"500052"
"6050",6750000,4,2.5,NA,2,0,0,4,2560,0,32,32,"500075"
"6051",2950000,3,1.75,13350,1,0,0,3,1930,0,52,52,"500023"
"6052",3120000,2,1,6000,1,0,0,2,1260,200,94,94,"500115"
"6053",7300000,3,3,13129,2,0,0,3,2560,900,31,31,"500077"
"6054",7625000,5,3.5,5880,2,0,0,3,2670,620,14,14,"500052"
"6055",1500000,3,1,7680,1.5,0,0,3,820,0,109,109,"500106"
"6056",2700000,3,1,7374,1,0,0,3,760,720,65,65,"500133"
"6057",4000000,4,2,9301,1,0,0,4,1420,0,56,56,"500008"
"6058",6500000,3,2.5,6720,2,0,0,3,2790,0,17,17,"500075"
"6059",5300000,2,1.5,5000,1,0,0,4,970,420,65,65,"500116"
"6060",2480000,3,1,9400,1,0,0,4,950,0,65,65,"500006"
"6061",7600000,4,3.5,5300,1,0,0,5,1780,1220,70,70,"500115"
"6062",1990000,4,1,10521,1.5,0,0,3,1280,0,59,59,"500198"
"6063",2400000,2,1,8400,1,0,0,3,870,0,59,59,"500188"
"6064",4150000,3,1.5,1795,2,0,0,3,1360,0,74,74,"500199"
"6065",2280000,3,1,16376,1,0,0,3,1000,0,60,60,"500059"
"6066",5250000,4,2.5,12106,1,0,0,3,1980,760,27,27,"500133"
"6067",3999500,3,1.75,5223,1,0,0,4,810,750,79,79,"500125"
"6068",7810000,4,2.5,8571,2,0,0,3,2590,0,31,31,"500052"
"6069",8270000,3,2.5,1330,2.5,0,0,3,1560,290,15,15,"500115"
"6070",5250000,5,2.25,8621,1.5,0,0,4,2500,0,51,51,"500034"
"6071",6713000,4,2.5,5232,2,0,0,3,3280,0,15,15,"500053"
"6072",1750000,2,1,2378,1,0,0,3,670,0,100,100,"500126"
"6073",11000000,5,2.75,NA,1,0,0,4,2150,740,56,56,"500040"
"6074",8000000,5,2.5,10560,1,0,0,3,1500,1500,53,53,"500004"
"6075",3299500,4,2.5,4600,2,0,0,3,1920,0,17,17,"500038"
"6076",4450000,4,3.25,7200,2,0,0,3,1960,0,40,40,"500034"
"6077",2370000,3,1.75,12208,1,0,0,3,1140,860,40,40,"500032"
"6078",11100000,6,4,6224,2,0,0,3,2610,990,74,13,"500199"
"6079",4389000,4,2.5,5700,2,0,0,3,2740,0,13,13,"500038"
"6080",12800000,NA,4.5,5000,2,0,0,3,2530,1120,104,9,"500105"
"6081",6000000,4,2.5,3866,2,0,0,3,2310,0,14,14,"500029"
"6082",6700000,4,2.5,4569,2,0,0,3,2095,0,17,17,"500052"
"6083",5190000,2,2,4823,1,0,0,3,1560,0,15,15,"500053"
"6084",3200000,3,2.25,7350,1,0,0,3,1390,490,35,35,"500058"
"6086",10000000,NA,2.5,5832,2,0,0,3,2730,0,21,21,"500005"
"6087",3300000,1,1,4800,1,0,0,3,860,0,112,112,"500122"
"6088",6575000,3,2,10960,1,0,0,3,1510,810,63,63,"500005"
"6089",4500000,3,1.75,NA,1,0,0,3,1540,0,52,52,"500028"
"6090",1500000,3,1,6488,1.5,0,0,3,890,0,91,91,"500014"
"6091",7925000,4,2.5,NA,2,0,0,3,4290,0,15,15,"500010"
"6092",5400000,3,2.5,13227,2,0,0,4,1950,0,41,41,"500034"
"6093",2299000,3,1,8848,1,0,0,4,1010,0,51,51,"500003"
"6094",5330000,4,2.5,6536,2,0,0,3,2830,0,16,16,"500038"
"6095",2390000,4,1.75,12560,1,0,0,4,1000,500,42,42,"500002"
"6096",7139000,3,2.5,NA,1,0,0,3,3370,0,19,19,"500038"
"6097",4275000,4,2.5,8726,2,0,0,3,3160,0,20,20,"500092"
"6098",3020000,3,1,7000,1.5,0,0,4,1110,0,64,64,"500133"
"6099",11500000,NA,2.5,NA,2,0,0,3,3830,0,28,28,"500006"
"6100",5550000,3,2.5,4270,2,0,0,3,2650,510,13,13,"500011"
"6101",4950000,3,2.25,3000,2,0,0,3,2100,0,23,23,"500144"
"6102",4950000,3,1.5,13288,1,0,0,3,2240,0,66,66,"500033"
"6103",3400000,2,0.75,NA,1,1,2,5,560,500,72,72,"500070"
"6104",4649500,4,2.25,NA,1,0,0,4,2350,0,36,36,"500042"
"6105",3200000,4,2.5,7040,2,0,0,3,1940,0,21,21,"500092"
"6106",4400000,1,1,NA,1,0,0,3,1160,0,10,10,"500072"
"6107",6860000,3,1.5,9990,2,0,0,5,1840,0,58,58,"500177"
"6108",5550000,4,1.75,11000,1,0,0,3,1620,640,43,43,"500008"
"6109",3615000,2,1,3860,1,0,0,4,840,0,110,110,"500117"
"6110",12400000,5,3,7500,2,0,0,3,2460,370,96,96,"500105"
"6111",1549500,4,1,10183,1,0,0,4,1600,0,53,53,"500002"
"6112",2472000,3,1.75,8719,1,0,0,3,1370,0,37,37,"500042"
"6113",2500000,3,2.25,7414,1,0,0,3,1490,470,35,35,"500023"
"6114",5903000,3,1.5,7200,2,0,0,4,1470,0,112,112,"500118"
"6115",5411250,5,2.75,8426,1,0,0,4,1370,1370,59,59,"500006"
"6116",3100000,2,2.5,923,2,0,0,3,1090,0,15,15,"500027"
"6117",7041110,4,2.75,9520,1,0,1,3,1680,780,43,43,"500034"
"6118",2775000,3,2.25,19602,1,0,0,4,1820,0,55,55,"500001"
"6119",3250000,4,2.75,8937,1,0,0,5,980,980,65,65,"500188"
"6120",2892000,3,2.25,7023,2,0,0,3,1760,0,24,24,"500019"
"6121",1850000,1,1,5000,1,0,0,4,720,0,111,111,"500118"
"6122",14500000,4,3.5,8580,2,0,0,3,2500,970,12,12,"500199"
"6123",4205500,4,2,8100,1,0,0,2,1370,0,72,72,"500155"
"6124",6030000,4,2.25,11310,1,0,0,3,1550,820,51,51,"500155"
"6125",3450000,3,1,2640,1.5,0,0,3,1230,160,116,116,"500122"
"6126",6500000,3,2,3075,1,0,0,5,920,920,91,91,"500103"
"6127",5899500,5,3,19439,1,0,3,5,1500,1290,46,46,"500058"
"6128",3099500,2,2.25,1607,2,0,0,3,1460,0,12,12,"500106"
"6129",7750000,3,2.5,NA,1.5,0,0,4,2620,0,21,21,"500027"
"6130",5900000,4,1.5,5109,1.5,0,0,3,1330,900,101,101,"500115"
"6131",8635000,4,3,2760,2.5,0,0,3,2420,830,114,12,"500122"
"6132",5175000,3,1,7000,1,0,0,3,1190,0,76,76,"500199"
"6133",7000000,3,3,7440,1.5,0,0,5,1290,800,97,97,"500103"
"6134",6990000,3,2.5,8154,1,0,0,3,2090,490,63,22,"500177"
"6135",3500000,3,2.5,3574,2,0,0,3,1690,410,14,14,"500019"
"6136",7950000,4,2.5,16564,2,0,0,3,3160,0,32,32,"500074"
"6137",5430000,3,2.5,7640,1,0,0,3,1360,730,57,5,"500133"
"6138",3250000,3,2.5,3143,2,0,0,3,1570,0,18,18,"500019"
"6139",3375000,3,1,6000,1.5,0,0,3,1020,0,119,119,"500108"
"6140",4250000,2,1,11080,1,0,0,4,1300,0,64,64,"500034"
"6141",7800000,3,2.5,9773,1,0,0,3,2110,0,33,33,"500006"
"6142",2590000,2,1,17389,1,0,0,4,1210,0,71,71,"500059"
"6143",5244000,4,1.75,12950,1,0,0,4,1850,140,51,51,"500006"
"6144",2600000,3,2,8018,1,0,0,3,1630,0,16,16,"500001"
"6145",2730000,2,2,1822,2,0,0,3,1384,0,29,29,"500028"
"6146",6399000,4,2.5,NA,2,0,0,3,3380,0,22,22,"500001"
"6147",4200000,4,2.5,8626,2,0,0,3,2480,0,18,18,"500001"
"6148",5105000,3,1,8000,1,0,0,4,1270,0,62,62,"500007"
"6149",2900000,4,1,7200,1.5,0,0,3,1010,0,72,72,"500155"
"6150",2260000,3,1.75,6269,1,0,0,4,990,500,75,75,"500056"
"6151",3000000,2,1,3844,1,0,0,4,820,0,103,103,"500133"
"6152",4074500,3,2,10860,1,0,0,3,1810,0,52,52,"500053"
"6153",3900000,4,2.25,7920,1,0,0,3,1530,1530,54,54,"500178"
"6154",10600000,6,2.75,20000,1,0,4,3,2130,850,54,54,"500177"
"6155",6100000,3,2.5,18167,2,0,0,3,3440,0,28,28,"500023"
"6156",2399750,3,2.5,7242,1,0,0,3,1220,600,60,60,"500188"
"6157",3750000,3,2.5,5760,1,0,0,3,1480,840,32,32,"500178"
"6158",7425000,4,2.5,4400,2,0,0,3,2620,0,15,15,"500029"
"6159",4500000,4,1.75,11625,1,0,0,4,2020,170,63,63,"500146"
"6160",3000000,3,2.25,10395,1,0,0,3,1780,0,52,52,"500058"
"6161",2166000,3,1.75,7700,1,0,0,3,1240,960,44,44,"500031"
"6162",5250000,3,1.75,6120,1.5,0,0,3,1600,0,95,95,"500115"
"6163",4550000,4,2.25,21000,1,0,2,4,1650,800,65,65,"500166"
"6164",3900000,4,2.25,NA,2,0,0,3,2680,0,33,33,"500027"
"6165",4500000,3,1.75,8667,1,0,0,4,880,970,37,37,"500033"
"6166",3820000,4,1,4400,1.5,0,0,3,1740,0,95,95,"500122"
"6167",2870000,3,2.25,9600,1,0,0,4,1170,320,32,32,"500019"
"6168",4600000,4,2,NA,1,0,3,2,1960,0,48,48,"500027"
"6169",4350000,3,2.25,3015,2,0,0,3,1380,0,10,10,"500052"
"6170",5750000,NA,1,4032,1.5,0,0,3,1310,200,84,84,"500199"
"6171",6267000,3,1.5,3600,1,0,0,3,1410,0,113,113,"500109"
"6172",3520000,4,1.5,8680,1.5,0,0,3,1440,0,97,97,"500178"
"6173",6500000,3,1,6750,1,0,0,4,920,0,68,68,"500004"
"6174",1970000,3,1,17630,1,0,0,4,1090,0,57,57,"500002"
"6175",3400000,NA,2.75,6695,1,0,0,3,1470,1320,42,42,"500133"
"6176",5600000,3,2,14985,1,0,0,3,1840,0,51,51,"500033"
"6177",3540000,3,1.75,6300,1,0,0,3,1340,0,47,47,"500034"
"6178",6700000,4,2.5,9086,2,0,0,3,2570,0,20,20,"500074"
"6179",7690000,4,3.5,6202,2,0,0,3,3010,0,14,14,"500029"
"6180",6500000,4,2.5,3139,1,0,0,3,1080,1080,79,79,"500103"
"6181",6500000,3,1.75,9484,1,0,0,3,1290,850,66,66,"500004"
"6182",2899500,4,1.75,7416,1,0,0,4,1050,1040,49,49,"500031"
"6183",3000000,3,1.75,21138,1,0,0,4,1240,570,42,42,"500058"
"6184",4710000,4,1.75,5750,1,0,2,5,1070,690,57,57,"500126"
"6185",6390000,4,2.5,8540,2,0,0,3,2500,0,29,29,"500029"
"6186",2870000,2,1,6900,1,0,2,3,930,0,67,67,"500178"
"6187",7400000,4,2.5,8335,2,0,0,3,3030,0,27,27,"500075"
"6188",4999220,3,2,3000,1,0,0,4,940,520,29,29,"500117"
"6189",6750000,4,2.5,14071,2,0,0,3,2940,0,33,33,"500029"
"6190",7385150,5,2.75,9200,2,0,0,3,3360,0,5,5,"500011"
"6191",4450000,3,1.75,4800,1,0,0,3,1210,900,63,63,"500108"
"6192",10400000,4,2.25,11343,1,0,2,5,1980,760,66,66,"500125"
"6193",3460000,2,1,2196,1,0,0,4,880,190,102,102,"500144"
"6194",4500000,3,2,4886,2,0,0,3,1180,500,79,79,"500118"
"6195",3500000,4,2.5,13755,1,0,0,4,2260,0,44,44,"500042"
"6196",24000000,4,3.5,7200,2,0,0,5,3690,2170,112,112,"500112"
"6197",5949500,4,2.25,NA,1,0,0,3,2380,0,42,42,"500075"
"6198",17000000,5,3,5354,2,0,0,3,3320,0,15,15,"500103"
"6199",2190000,2,1,9000,1.5,0,0,4,1050,0,35,35,"500003"
"6200",4500000,4,2.5,3982,2,0,0,3,2070,0,15,15,"500065"
"6201",4020000,4,2.25,7311,2,0,0,3,1790,0,27,27,"500056"
"6202",2750000,2,1,4000,1,0,0,3,840,0,77,77,"500108"
"6203",4215000,3,1.5,4500,1,0,0,5,990,0,71,71,"500122"
"6204",5600000,3,3,NA,2,0,2,3,3180,940,25,25,"500014"
"6205",3140000,3,1.75,9600,1,0,0,4,1620,0,53,53,"500059"
"6206",2870000,4,2,8190,1,0,0,4,1340,0,77,77,"500146"
"6207",2770000,4,1,5750,1.5,0,0,3,1500,0,94,94,"500055"
"6208",3375000,2,1,6731,1,0,0,3,1300,0,69,69,"500116"
"6209",7920000,4,2.75,10245,2,0,0,3,3100,0,20,20,"500052"
"6210",4350000,3,2.5,7074,2,0,0,3,2200,1180,20,20,"500019"
"6212",5750000,3,2.25,3333,1.5,0,0,3,1100,600,95,95,"500117"
"6213",5100000,4,2.5,7800,1,0,2,3,1240,600,47,47,"500177"
"6214",2999500,2,1,5200,1,0,0,4,890,0,78,78,"500126"
"6215",10300000,3,3,5800,1,0,0,3,1580,1220,66,9,"500199"
"6216",3640000,4,1.75,8625,1,0,0,4,1340,670,62,62,"500133"
"6217",3350000,3,1,7470,1,0,0,5,1380,0,54,54,"500133"
"6218",2199500,3,1,8000,1,0,0,3,1210,0,65,65,"500198"
"6219",2150000,3,2,6994,1,0,0,3,1280,0,28,28,"500038"
"6220",6400000,4,2.5,NA,2,0,0,4,3670,420,40,40,"500092"
"6221",5350000,3,1,6300,1,0,0,3,1180,400,94,94,"500199"
"6222",2530000,4,2,7826,1,0,0,4,1140,770,46,46,"500003"
"6223",6500000,2,2.5,2500,2,0,2,3,1210,530,25,25,"500112"
"6224",6720000,3,2.25,4445,1.5,0,0,4,1130,0,89,89,"500117"
"6225",6060000,3,1.75,8540,1,0,3,4,1130,840,69,69,"500177"
"6226",2920000,3,2.25,9720,1,0,0,3,1280,500,38,38,"500059"
"6227",2899500,3,2,7757,1,0,0,3,1670,0,27,27,"500030"
